time;count_SV;latitude_SV;longitude_SV;speed_SV;speed km;heading_SV;PID Error;Theta Error;lap_SV
6.621948003768921;0;288.5509033203125;20.002310060029007;0.025195078924298286;0.09070228412747383;-1.5731863975524902;0.0;0.0;0
6.649205207824707;1;288.5510559082031;20.002308254927524;0.023614203557372093;0.08501113280653953;-1.5731866359710693;0.0;0.0;0
6.676488161087036;2;288.5512390136719;20.00230003151052;0.02301385998725891;0.08284989595413209;-1.5731863975524902;0.0;0.0;0
6.70366907119751;3;288.55145263671875;20.002294792935547;0.02226627990603447;0.0801586076617241;-1.5731840133666992;14.723508834838867;0.0;0
6.731219053268433;4;288.5516052246094;20.00229068388195;0.019979948177933693;0.0719278134405613;-1.5731806755065918;14.723612785339355;0.0;0
6.759016990661621;5;288.5517272949219;20.002285871051736;0.02082330733537674;0.07496390640735627;-1.5731767416000366;14.72360610961914;0.0;0
6.7859251499176025;6;288.5519104003906;20.002282361518624;0.021656759083271027;0.07796433269977569;-1.5731717348098755;14.72360610961914;0.0;0
6.813508987426758;7;288.5520935058594;20.002281902832873;0.02389640361070633;0.08602705299854278;-1.5731706619262695;14.723695755004883;0.0;0
6.840702056884766;8;288.55230712890625;20.002283171641835;0.025608964264392853;0.09219227135181428;-1.573167085647583;14.723788261413574;0.0;0
6.868169069290161;9;288.5525817871094;20.002284253999967;0.030998773872852325;0.11159558594226837;-1.5731639862060547;14.723771095275879;0.0;0
6.897181987762451;10;288.5528869628906;20.002282752602717;0.03217467665672302;0.11582883596420289;-1.573154091835022;14.72391128540039;0.0;0
6.924601078033447;11;288.55322265625;20.002277686224804;0.03662605956196785;0.13185381442308428;-1.5731427669525146;14.724063873291016;0.0;0
6.9520041942596436;12;288.55340576171875;20.00226906632553;0.015343671664595604;0.05523721799254418;-1.5731347799301147;14.724522590637207;1.0413165092468262;0
6.97951602935791;13;288.5531005859375;20.002214868686945;0.047581497579813004;0.17129339128732682;-1.5730923414230347;14.724607467651367;1.0413002967834473;0
7.007099151611328;14;288.5523681640625;20.00206111196718;0.08903246372938156;0.3205168694257736;-1.572982668876648;14.724406242370605;1.0412697792053223;0
7.034571170806885;15;288.55120849609375;20.00178973551106;0.1290566325187683;0.46460387706756595;-1.5727933645248413;14.72598648071289;1.04118812084198;0
7.061984062194824;16;288.5495910644531;20.001433679435838;0.1704186499118805;0.6135071396827698;-1.5725420713424683;14.725164413452148;1.0410425662994385;0
7.089445114135742;17;288.5475158691406;20.001011317466627;0.21055878698825836;0.7580116331577301;-1.5722510814666748;14.727993965148926;1.0408527851104736;0
7.116809129714966;18;288.5450134277344;20.000524742270628;0.25206711888313293;0.9074416279792786;-1.5719131231307983;14.726577758789062;1.0406416654586792;0
7.1442131996154785;19;288.5420227050781;19.99998297626358;0.2933599352836609;1.0560957670211792;-1.5715386867523193;14.724888801574707;1.0404006242752075;0
7.171802043914795;20;288.5386047363281;19.99938676923001;0.33496344089508057;1.2058683872222902;-1.5711264610290527;14.72874641418457;1.0401430130004883;0
7.199357032775879;21;288.53472900390625;19.998734653610715;0.37656065821647644;1.3556183695793151;-1.5706759691238403;14.7264986038208;1.0398648977279663;0
7.2268030643463135;22;288.5303955078125;19.998025432825084;0.4182496964931488;1.5056989073753357;-1.5701875686645508;14.723969459533691;1.0395671129226685;0
7.254127025604248;23;288.5256042480469;19.997258760106906;0.4598391056060791;1.6554207801818848;-1.5696613788604736;14.72887134552002;1.039250135421753;0
7.281750202178955;24;288.5203857421875;19.996434378835588;0.5015164613723755;1.8054592609405518;-1.569097638130188;14.725777626037598;1.0389138460159302;0
7.309218168258667;25;288.5146789550781;19.99555198466696;0.5431104898452759;1.9551977634429931;-1.5684967041015625;14.722418785095215;1.0385574102401733;0
7.336639165878296;26;288.5085144042969;19.99461110062873;0.5848057866096497;2.105300831794739;-1.5678586959838867;14.72834300994873;1.0381836891174316;0
7.3642261028289795;27;288.5019226074219;19.993611356712783;0.6264212727546692;2.255116581916809;-1.5671838521957397;14.724401473999023;1.0377914905548096;0
7.391857147216797;28;288.494873046875;19.992552360080065;0.6681360006332397;2.4052896022796633;-1.5664725303649902;14.720193862915039;1.0373798608779907;0
7.419342994689941;29;288.4873352050781;19.99143356455728;0.7097909450531006;2.555247402191162;-1.5657249689102173;14.727185249328613;1.0369503498077393;0
7.446854114532471;30;288.4793701171875;19.990254153412696;0.7515529990196228;2.7055907964706423;-1.56494140625;14.722392082214355;1.0365046262741089;0
7.47430419921875;31;288.470947265625;19.9890136078473;0.7932508587837219;2.855703091621399;-1.5641220808029175;14.717330932617188;1.036040186882019;0
7.5019211769104;32;288.4620666503906;19.987711379505328;0.8350335359573364;3.0061207294464114;-1.5632672309875488;14.725323677062988;1.0355587005615234;0
7.530996084213257;33;288.4527282714844;19.986346878432776;0.8767440319061279;3.1562785148620605;-1.5623770952224731;14.21459674835205;1.0345455408096313;0
7.556887149810791;34;288.44293212890625;19.984919394195067;0.9185328483581543;3.3067182540893554;-1.5614522695541382;14.21459674835205;1.0345455408096313;0
7.584283113479614;35;288.4327087402344;19.983428258715026;0.9602464437484741;3.456887197494507;-1.560492992401123;14.20838451385498;1.0340148210525513;0
7.611742973327637;36;288.4219970703125;19.981872783345;1.0020368099212646;3.607332515716553;-1.559499740600586;14.201903343200684;1.0334669351577759;0
7.639402151107788;37;288.41082763671875;19.980252226481163;1.0437530279159546;3.7575109004974365;-1.5584726333618164;14.21224308013916;1.0329052209854126;0
