time;count_SV;latitude_SV;longitude_SV;speed_SV;speed km;heading_SV;PID Error;Theta Error;lap_SV
0.18874621391296387;0;74.50798797607422;3.188322467734253;11.972420692443848;43.100714492797856;1.570234775543213;0.7063410878181458;0.0;0
0.21593618392944336;1;74.63976287841797;3.188242051777375;11.985060691833496;43.14621849060059;1.570230484008789;0.7063410878181458;0.0;0
0.24326705932617188;2;74.77169036865234;3.1881618396268268;12.00009822845459;43.20035362243652;1.570227026939392;1.0133707523345947;0.0;0
0.27077698707580566;3;74.90377807617188;3.1880816866253348;12.014861106872559;43.25349998474121;1.5702235698699951;0.8814757466316223;0.0;0
0.2981300354003906;4;75.03602600097656;3.1880016772839097;12.028173446655273;43.30142440795898;1.5702210664749146;0.7494212985038757;0.0;0
0.32558608055114746;5;75.16842651367188;3.1879217556259323;12.043831825256348;43.357794570922856;1.5702184438705444;1.0564358234405518;0.0;0
0.35315799713134766;6;75.3010025024414;3.187841955757398;12.05902099609375;43.4124755859375;1.5702166557312012;0.9240678548812866;0.0;0
0.3807380199432373;7;75.4337387084961;3.1877618874857165;12.072761535644531;43.46194152832032;1.5702146291732788;0.7915251851081848;0.0;0
0.4082510471343994;8;75.56663513183594;3.1876822836845657;12.088726997375488;43.519417190551756;1.5702139139175415;1.0984482765197754;0.0;0
0.4361100196838379;9;75.69970703125;3.1876029889814315;12.103767395019531;43.57356262207031;1.5702115297317505;0.9655845165252686;0.0;0
0.4640932083129883;10;75.83296966552734;3.1875229388774904;12.123567581176758;43.64484329223633;1.5702109336853027;1.272524356842041;0.0;0
0.49163198471069336;11;75.9664306640625;3.1874443823089598;12.140685081481934;43.70646629333496;1.5702111721038818;1.1392936706542969;0.0;0
0.5192301273345947;12;76.1000747680664;3.1873660534565453;12.157041549682617;43.765349578857425;1.5702102184295654;1.005865454673767;0.0;0
0.5480530261993408;13;76.23391723632812;3.1872875035771435;12.175704002380371;43.83253440856934;1.570210576057434;1.3126375675201416;0.0;0
0.5754430294036865;14;76.36795806884766;3.1872093743533347;12.194140434265137;43.8989055633545;1.5702106952667236;1.178827166557312;0.0;0
0.6029911041259766;15;76.502197265625;3.187131734755521;12.210797309875488;43.958870315551756;1.5702115297317505;1.0448191165924072;0.0;0
0.629925012588501;16;76.63662719726562;3.1870541953033196;12.22994327545166;44.02779579162598;1.5702122449874878;1.3513929843902588;0.0;0
0.6574320793151855;17;76.77127075195312;3.1869766208576307;12.24864387512207;44.09511795043945;1.570214033126831;1.2169952392578125;0.0;0
0.6848180294036865;18;76.90611267089844;3.1868999749860163;12.265752792358398;44.15671005249023;1.570215106010437;1.082384467124939;0.0;0
0.7120862007141113;19;77.04115295410156;3.186823832675737;12.285245895385742;44.22688522338867;1.5702168941497803;1.388683795928955;0.0;0
0.739361047744751;20;77.17640686035156;3.1867480006137288;12.304421424865723;44.2959171295166;1.5702182054519653;1.2536758184432983;0.0;0
0.7670130729675293;21;77.31185913085938;3.1866726495118183;12.321890830993652;44.35880699157715;1.5702203512191772;1.1184548139572144;0.0;0
0.795525074005127;22;77.44751739501953;3.1865975743314587;12.341821670532227;44.43055801391602;1.5702221393585205;1.4244261980056763;0.0;0
0.8230481147766113;23;77.5833969116211;3.1865228747012466;12.361305236816406;44.50069885253907;1.5702247619628906;1.2888002395629883;0.0;0
0.8501200675964355;24;77.719482421875;3.1864486957256917;12.379179954528809;44.56504783630371;1.570226788520813;1.152953863143921;0.0;0
0.8774120807647705;25;77.85577392578125;3.186374944672824;12.399408340454102;44.63787002563477;1.5702296495437622;1.4585208892822266;0.0;0
0.9047021865844727;26;77.9922866821289;3.186301620275853;12.419320106506348;44.70955238342285;1.5702320337295532;1.3222618103027344;0.0;0
0.9323601722717285;27;78.12903594970703;3.1862294432632794;12.441678047180176;44.79004096984863;1.5702359676361084;1.6275708675384521;0.0;0
0.9648849964141846;28;78.26603698730469;3.1861581395664236;12.464547157287598;44.87236976623535;1.5702388286590576;1.4908535480499268;0.0;0
0.9921331405639648;29;78.40325927734375;3.186086570251845;12.483846664428711;44.94184799194336;1.5702418088912964;1.3538850545883179;0.0;0
1.019550085067749;30;78.54071807861328;3.1860148142406453;12.507473945617676;45.026906204223636;1.5702452659606934;1.6587059497833252;0.0;0
1.0487852096557617;31;78.67842864990234;3.1859442423318542;12.52876091003418;45.10353927612305;1.5702486038208008;1.5212790966033936;0.0;0
1.0761401653289795;32;78.81637573242188;3.1858734225463348;12.549304008483887;45.17749443054199;1.5702509880065918;1.383601188659668;0.0;0
1.1037390232086182;33;78.95455932617188;3.1858029692986656;12.573003768920898;45.262813568115234;1.5702544450759888;1.687911033630371;0.0;0
1.1310341358184814;34;79.0929946899414;3.185734352418565;12.594622611999512;45.34064140319824;1.5702593326568604;1.5497596263885498;0.0;0
1.1581130027770996;35;79.2316665649414;3.1856675943544523;12.615473747253418;45.41570549011231;1.5702643394470215;1.411357045173645;0.0;0
1.1855931282043457;36;79.3705825805664;3.185601052931211;12.639740943908691;45.50306739807129;1.5702687501907349;1.7151023149490356;0.0;0
1.2135131359100342;37;79.50975036621094;3.185535629741988;12.661407470703125;45.581066894531254;1.5702751874923706;1.5762184858322144;0.0;0
1.2402260303497314;38;79.64915466308594;3.185470872713789;12.682418823242188;45.656707763671875;1.5702797174453735;1.4370837211608887;0.0;0
1.2677650451660156;39;79.78880310058594;3.185406493897021;12.705808639526367;45.74091110229492;1.5702849626541138;1.7401576042175293;0.0;0
