time;count_SV;latitude_SV;longitude_SV;speed_SV;speed km;heading_SV;PID Error;Theta Error;lap_SV
7.6231560707092285;0;298.55059814453125;3.0024598408778957;0.049833983182907104;0.1794023394584656;-1.5732299089431763;0.0;0.0;0
7.645118951797485;1;298.5506896972656;3.002341340879276;0.04070421680808067;0.14653518050909042;-1.5731933116912842;0.0;0.0;0
7.666819095611572;2;298.5507507324219;3.002310133725401;0.031404778361320496;0.11305720210075379;-1.573159098625183;293.5657958984375;0.0;0
7.688785076141357;3;298.5508117675781;3.002337539330255;0.029049444943666458;0.10457800179719925;-1.5731641054153442;4.999298095703125;0.0;0
7.710699081420898;4;298.5509338378906;3.002393604726876;0.029017101973295212;0.10446156710386277;-1.573201298713684;4.999359130859375;0.0;0
7.733068943023682;5;298.5511169433594;3.0024439269932945;0.029318995773792267;0.10554838478565216;-1.573233723640442;4.999481201171875;0.0;0
7.755295038223267;6;298.55133056640625;3.0024702981742872;0.0327216312289238;0.11779787242412568;-1.5732322931289673;4.999267578125;0.0;0
7.777312994003296;7;298.5516052246094;3.002482352345431;0.03215934708714485;0.11577364951372147;-1.573193073272705;4.999481201171875;0.0;0
7.800329923629761;8;298.5518798828125;3.002489999084924;0.03287900611758232;0.11836442202329636;-1.573146104812622;4.999755859375;0.0;0
7.821954965591431;9;298.55218505859375;3.002461038591885;0.03129955008625984;0.11267838031053544;-1.5730969905853271;4.999725341796875;0.0;0
7.844042062759399;10;298.5524597167969;3.002403024722461;0.03197816386818886;0.11512138992547989;-1.5730392932891846;5.000030517578125;0.0;0
7.870891094207764;11;298.552734375;3.002328412147903;0.03190645948052406;0.11486325412988663;-1.5729644298553467;5.00030517578125;0.0;0
7.88993501663208;12;298.5530700683594;3.0022398722138575;0.03590252250432968;0.12924908101558685;-1.5728659629821777;5.0003662109375;0.0;0
7.912750959396362;13;298.55340576171875;3.002140297474727;0.03643747419118881;0.13117490708827972;-1.5727498531341553;5.000701904296875;0.0;0
7.935770034790039;14;298.55377197265625;3.0020379270017186;0.03781887888908386;0.13614796400070192;-1.572627067565918;5.00103759765625;0.0;0
7.957897901535034;15;298.553955078125;3.0019291778045636;0.020172463729977608;0.07262086942791939;-1.5725350379943848;5.001922607421875;0.0;0
7.981210947036743;16;298.5537414550781;3.001806391435943;0.0407852903008461;0.14682704508304598;-1.5724668502807617;5.002105712890625;0.0;0
8.003107070922852;17;298.5531311035156;3.0016937908817516;0.07308264076709747;0.2630975067615509;-1.5723915100097656;5.005615234375;0.0;0
8.025360107421875;18;298.5521240234375;3.001582787664755;0.1098528653383255;0.3954703152179718;-1.5723105669021606;5.0050048828125;0.0;0
8.0473051071167;19;298.55072021484375;3.001466412832842;0.14499764144420624;0.5219915091991425;-1.5722284317016602;5.003997802734375;0.0;0
8.069744110107422;20;298.5489501953125;3.001346155835161;0.1797589808702469;0.6471323311328888;-1.5721443891525269;5.009613037109375;0.0;0
8.091650009155273;21;298.5467529296875;3.0012232173866087;0.2150612771511078;0.7742205977439881;-1.5720573663711548;5.007843017578125;0.0;0
8.113574981689453;22;298.5441589355469;3.00109790387129;0.25261837244033813;0.9094261407852173;-1.5719681978225708;5.005645751953125;0.0;0
8.136466026306152;23;298.54119873046875;3.000970521081172;0.28762367367744446;1.0354452252388;-1.5718786716461182;5.013458251953125;0.0;0
8.15790605545044;24;298.537841796875;3.0008411614339936;0.3229791522026062;1.1627249479293824;-1.5717869997024536;5.010498046875;0.0;0
8.180422067642212;25;298.5340576171875;3.0007107002866342;0.3582654297351837;1.2897555470466615;-1.5716941356658936;5.00714111328125;0.0;0
8.203628063201904;26;298.5299072265625;3.0005787993498867;0.3959008753299713;1.4252431511878967;-1.5716007947921753;5.01715087890625;0.0;0
8.225222110748291;27;298.52532958984375;3.0004465004602703;0.43171873688697815;1.5541874527931214;-1.5715069770812988;5.01300048828125;0.0;0
8.247199058532715;28;298.5203857421875;3.0003132464081523;0.46662038564682007;1.6798333883285523;-1.571413278579712;5.0084228515625;0.0;0
8.269736051559448;29;298.5150451660156;3.000179835119142;0.5026615858078003;1.809581708908081;-1.5713188648223877;5.0206298828125;0.0;0
8.291409969329834;30;298.50927734375;3.000046111559811;0.5400457978248596;1.9441648721694946;-1.5712242126464844;5.015289306640625;0.0;0
8.313498973846436;31;298.5031433105469;2.9999124209225614;0.5752796530723572;2.071006751060486;-1.5711311101913452;5.030029296875;0.0;0
8.33522891998291;32;298.4966125488281;2.999778718458521;0.6116071939468384;2.2017858982086183;-1.5710372924804688;5.023895740509033;0.0;0
8.357194900512695;33;298.4896545410156;2.999645122028568;0.6463916897773743;2.3270100831985476;-1.57094407081604;5.017364978790283;0.0;0
8.379365921020508;34;298.4823303222656;2.99951191232333;0.6841675639152527;2.46300323009491;-1.5708518028259277;5.034302234649658;0.0;0
8.402381896972656;35;298.474609375;2.9993789341030013;0.7202479839324951;2.5928927421569825;-1.570759654045105;5.026978015899658;0.0;0
8.424683094024658;36;298.4664611816406;2.999246842318583;0.7552789449691772;2.7190042018890384;-1.5706685781478882;5.019257068634033;0.0;0
8.44571590423584;37;298.45794677734375;2.9991159940324237;0.7920916080474854;2.8515297889709474;-1.5705770254135132;5.038391590118408;0.0;0
8.467895030975342;38;298.4493408203125;2.998998708129788;0.769106388092041;2.7687829971313476;-1.5705562829971313;5.029877185821533;0.0;0
8.4897940158844;39;298.44073486328125;2.9989542717534445;0.7966217994689941;2.867838478088379;-1.570610761642456;5.021271228790283;0.0;0
