num,send_time,sender,troughput,head,lat_id,long_id
2985,14.7539,304089172,0.0895603,180,4.67368e-310,4.67368e-310
2986,14.7545,1303455736,0.0895864,180,0,0
2987,14.7547,2044897763,0.089615,180,0,0
2988,14.7548,1957747793,0.0896447,270,171.446,1
2989,14.7548,424238335,0.0896746,180,0,0
2990,14.7558,783368690,0.0896984,180,0,0
2991,14.7565,1649760492,0.0897244,180,6.20153e-91,1.17119e+166
2992,14.7568,1350490027,0.0897525,180,0,0
2993,14.7574,1967513926,0.089779,180,0,0
2994,14.7576,1102520059,0.0898076,180,0,0
2995,14.758,1025202362,0.0898351,180,0,0
2996,14.7584,719885386,0.0898629,180,0,0
2997,14.7584,1804289383,0.0898924,270,221.051,0.0233016
2998,14.7585,846930886,0.0899222,270,207.372,-0.225817
2999,14.7587,1189641421,0.0899508,180,0,0
3000,14.7596,596516649,0.0899755,180,0,0
3001,14.8506,1714636915,0.089454,270,182.168,0.0633782
3002,14.8514,1365180540,0.0894791,180,0,0
3003,14.8515,1540383426,0.089508,180,0,0
3004,14.8538,1681692777,0.0895237,270,195.22,1
3005,14.8539,304089172,0.0895533,180,4.67368e-310,4.67368e-310
3006,14.8545,1303455736,0.0895793,180,0,0
3007,14.8547,2044897763,0.0896077,180,0,0
3008,14.8548,1957747793,0.0896373,270,172.733,1
3009,14.8548,424238335,0.0896669,180,0,0
3010,14.8558,783368690,0.0896905,180,0,0
3011,14.8565,1649760492,0.0897164,180,6.20153e-91,1.17119e+166
3012,14.8568,1350490027,0.0897443,180,0,0
3013,14.8574,1967513926,0.0897706,180,0,0
3014,14.8576,1102520059,0.0897991,180,0,0
3015,14.858,1025202362,0.0898263,180,0,0
3016,14.8584,719885386,0.089854,180,0,0
3017,14.8584,1804289383,0.0898833,270,222.362,0.0232985
3018,14.8585,846930886,0.0899129,270,208.66,1
3019,14.8587,1189641421,0.0899413,180,0,0
3020,14.8596,596516649,0.0899658,180,0,0
3021,14.9506,1714636915,0.0894478,270,183.467,0.060362
3022,14.9514,1365180540,0.0894728,180,0,0
3023,14.9515,1540383426,0.0895015,180,0,0
3024,14.9538,1681692777,0.0895171,270,196.506,0.154658
3025,14.9539,304089172,0.0895465,180,4.67368e-310,4.67368e-310
3026,14.9545,1303455736,0.0895723,180,0,0
3027,14.9547,2044897763,0.0896005,180,0,0
3028,14.9548,1957747793,0.0896299,270,174.019,1
3029,14.9548,424238335,0.0896593,180,0,0
3030,14.9558,783368690,0.0896828,180,0,0
3031,14.9565,1649760492,0.0897084,180,6.20153e-91,1.17119e+166
3032,14.9568,1350490027,0.0897362,180,0,0
3033,14.9574,1967513926,0.0897623,180,0,0
3034,14.9576,1102520059,0.0897906,180,0,0
3035,14.958,1025202362,0.0898177,180,0,0
3036,14.9584,719885386,0.0898451,180,0,0
3037,14.9584,1804289383,0.0898742,270,223.673,0.0233002
3038,14.9585,846930886,0.0899037,270,209.949,0.0981289
3039,14.9587,1189641421,0.0899319,180,0,0
3040,14.9596,596516649,0.0899562,180,0,0
3041,15.0506,1714636915,0.0894418,270,184.767,0.0537454
3042,15.0514,1365180540,0.0894665,180,0,0
3043,15.0515,1540383426,0.0894951,180,0,0
3044,15.0538,1681692777,0.0895105,270,197.941,0.11872
3045,15.0539,304089172,0.0895398,180,4.67368e-310,4.67368e-310
3046,15.0545,1303455736,0.0895654,180,0,0
3047,15.0547,2044897763,0.0895934,180,0,0
3048,15.0548,1957747793,0.0896226,270,175.306,1
3049,15.0548,424238335,0.0896519,180,0,0
3050,15.0558,783368690,0.0896752,180,0,0
3051,15.0565,1649760492,0.0897006,180,6.20153e-91,1.17119e+166
3052,15.0568,1350490027,0.0897282,180,0,0
3053,15.0574,1967513926,0.0897541,180,0,0
3054,15.0576,1102520059,0.0897823,180,0,0
3055,15.058,1025202362,0.0898091,180,0,0
3056,15.0584,719885386,0.0898364,180,0,0
3057,15.0584,1804289383,0.0898653,270,225.129,0.0232954
3058,15.0585,846930886,0.0898946,270,211.386,0.0808439
3059,15.0587,1189641421,0.0899226,180,0,0
3060,15.0596,596516649,0.0899468,180,0,0
3061,15.1506,1714636915,0.0894358,270,186.067,0.0907442
3062,15.1514,1365180540,0.0894604,180,0,0
3063,15.1515,1540383426,0.0894887,180,0,0
3064,15.1538,1681692777,0.0895041,270,199.092,0.187644
3065,15.1539,304089172,0.0895332,180,4.67368e-310,4.67368e-310
3066,15.1545,1303455736,0.0895586,180,0,0
3067,15.1547,2044897763,0.0895864,180,0,0
3068,15.1548,1957747793,0.0896154,270,176.45,1
3069,15.1548,424238335,0.0896445,180,0,0
3070,15.1558,783368690,0.0896676,180,0,0
3071,15.1565,1649760492,0.0896929,180,6.20153e-91,1.17119e+166
3072,15.1568,1350490027,0.0897203,180,0,0
3073,15.1574,1967513926,0.0897461,180,0,0
3074,15.1576,1102520059,0.089774,180,0,0
3075,15.158,1025202362,0.0898007,180,0,0
3076,15.1584,719885386,0.0898278,180,0,0
3077,15.1584,1804289383,0.0898565,270,226.149,0.023296
3078,15.1585,846930886,0.0898856,270,212.395,0.132986
3079,15.1587,1189641421,0.0899134,180,0,0
3080,15.1596,596516649,0.0899375,180,0,0
3081,15.2506,1714636915,0.0894299,270,187.368,0.0319603
3082,15.2514,1365180540,0.0894543,180,0,0
3083,15.2515,1540383426,0.0894825,180,0,0
3084,15.2538,1681692777,0.0894977,270,200.391,0.118085
3085,15.2539,304089172,0.0895266,180,4.67368e-310,4.67368e-310
3086,15.2545,1303455736,0.0895519,180,0,0
3087,15.2547,2044897763,0.0895795,180,0,0
3088,15.2548,1957747793,0.0896083,270,177.736,1
3089,15.2548,424238335,0.0896372,180,0,0
3090,15.2558,783368690,0.0896602,180,0,0
3091,15.2565,1649760492,0.0896853,180,6.20153e-91,1.17119e+166
3092,15.2568,1350490027,0.0897125,180,0,0
3093,15.2574,1967513926,0.0897381,180,0,0
3094,15.2576,1102520059,0.0897659,180,0,0
3095,15.258,1025202362,0.0897924,180,0,0
3096,15.2584,719885386,0.0898193,180,0,0
3097,15.2584,1804289383,0.0898479,270,227.46,0.023295
3098,15.2585,846930886,0.0898767,270,213.696,0.0969961
3099,15.2587,1189641421,0.0899044,180,0,0
3100,15.2596,596516649,0.0899283,180,0,0
3101,15.3506,1714636915,0.089424,270,188.67,0.0326103
3102,15.3514,1365180540,0.0894483,180,0,0
3103,15.3515,1540383426,0.0894763,180,0,0
3104,15.3538,1681692777,0.0894914,270,201.694,0.118643
3105,15.3539,304089172,0.0895201,180,4.67368e-310,4.67368e-310
3106,15.3545,1303455736,0.0895453,180,0,0
3107,15.3547,2044897763,0.0895727,180,0,0
3108,15.3548,1957747793,0.0896013,270,179.023,1
3109,15.3548,424238335,0.08963,180,0,0
3110,15.3558,783368690,0.0896529,180,0,0
3111,15.3565,1649760492,0.0896778,180,6.20153e-91,1.17119e+166
3112,15.3568,1350490027,0.0897049,180,0,0
3113,15.3574,1967513926,0.0897303,180,0,0
3114,15.3576,1102520059,0.0897579,180,0,0
3115,15.358,1025202362,0.0897842,180,0,0
3116,15.3584,719885386,0.089811,180,0,0
3117,15.3584,1804289383,0.0898393,270,228.771,0.0232942
3118,15.3585,846930886,0.089868,270,215,0.095974
3119,15.3587,1189641421,0.0898955,180,0,0
3120,15.3596,596516649,0.0899192,180,0,0
3121,15.4506,1714636915,0.0894182,270,189.973,0.0331691
3122,15.4514,1365180540,0.0894424,180,0,0
3123,15.4515,1540383426,0.0894702,180,0,0
3124,15.4538,1681692777,0.0894852,270,203,0.118311
3125,15.4539,304089172,0.0895137,180,4.67368e-310,4.67368e-310
3126,15.4545,1303455736,0.0895387,180,0,0
3127,15.4547,2044897763,0.089566,180,0,0
3128,15.4548,1957747793,0.0895944,270,180.309,1
3129,15.4548,424238335,0.0896229,180,0,0
3130,15.4558,783368690,0.0896456,180,0,0
3131,15.4565,1649760492,0.0896704,180,6.20153e-91,1.17119e+166
3132,15.4568,1350490027,0.0896973,180,0,0
3133,15.4574,1967513926,0.0897226,180,0,0
3134,15.4576,1102520059,0.0897499,180,0,0
3135,15.458,1025202362,0.0897761,180,0,0
3136,15.4584,719885386,0.0898027,180,0,0
3137,15.4584,1804289383,0.0898309,270,230.227,0.023293
3138,15.4585,846930886,0.0898593,270,216.453,0.076508
3139,15.4587,1189641421,0.0898866,180,0,0
3140,15.4596,596516649,0.0899102,180,0,0
3141,15.5506,1714636915,0.0894126,270,191.276,0.043558
3142,15.5514,1365180540,0.0894365,180,0,0
3143,15.5515,1540383426,0.0894641,180,0,0
3144,15.5538,1681692777,0.0894791,270,204.31,0.15307
3145,15.5539,304089172,0.0895074,180,4.67368e-310,4.67368e-310
3146,15.5545,1303455736,0.0895322,180,0,0
3147,15.5547,2044897763,0.0895593,180,0,0
3148,15.5548,1957747793,0.0895876,270,181.596,-0.366271
3149,15.5548,424238335,0.0896159,180,0,0
3150,15.5558,783368690,0.0896385,180,0,0
3151,15.5565,1649760492,0.0896631,180,6.20153e-91,1.17119e+166
3152,15.5568,1350490027,0.0896898,180,0,0
3153,15.5574,1967513926,0.0897149,180,0,0
3154,15.5576,1102520059,0.0897421,180,0,0
3155,15.558,1025202362,0.0897681,180,0,0
3156,15.5584,719885386,0.0897945,180,0,0
3157,15.5584,1804289383,0.0898225,270,231.538,0.0232919
3158,15.5585,846930886,0.0898508,270,217.764,0.0924585
3159,15.5587,1189641421,0.0898779,180,0,0
3160,15.5596,596516649,0.0899014,180,0,0
3161,15.6506,1714636915,0.0894069,270,192.579,0.0533295
3162,15.6514,1365180540,0.0894307,180,0,0
3163,15.6515,1540383426,0.0894582,180,0,0
3164,15.6538,1681692777,0.0894731,270,205.623,0.149108
3165,15.6539,304089172,0.0895012,180,4.67368e-310,4.67368e-310
3166,15.6545,1303455736,0.0895259,180,0,0
3167,15.6547,2044897763,0.0895528,180,0,0
3168,15.6548,1957747793,0.0895808,270,182.883,-0.361775
3169,15.6548,424238335,0.089609,180,0,0
3170,15.6558,783368690,0.0896314,180,0,0
3171,15.6565,1649760492,0.0896559,180,6.20153e-91,1.17119e+166
3172,15.6568,1350490027,0.0896824,180,0,0
3173,15.6574,1967513926,0.0897074,180,0,0
3174,15.6576,1102520059,0.0897344,180,0,0
3175,15.658,1025202362,0.0897602,180,0,0
3176,15.6584,719885386,0.0897865,180,0,0
3177,15.6584,1804289383,0.0898143,270,232.704,0.0232914
3178,15.6585,846930886,0.0898424,270,218.932,0.107686
3179,15.6587,1189641421,0.0898694,180,0,0
3180,15.6596,596516649,0.0898926,180,0,0
3181,15.7506,1714636915,0.0894014,270,193.882,0.0284303
3182,15.7514,1365180540,0.089425,180,0,0
3183,15.7515,1540383426,0.0894523,180,0,0
3184,15.7538,1681692777,0.0894671,270,206.939,-0.0595832
3185,15.7539,304089172,0.0894951,180,4.67368e-310,4.67368e-310
3186,15.7545,1303455736,0.0895196,180,0,0
3187,15.7547,2044897763,0.0895463,180,0,0
3188,15.7548,1957747793,0.0895742,270,184.312,1
3189,15.7548,424238335,0.0896022,180,0,0
3190,15.7558,783368690,0.0896244,180,0,0
3191,15.7565,1649760492,0.0896488,180,6.20153e-91,1.17119e+166
3192,15.7568,1350490027,0.0896751,180,0,0
3193,15.7574,1967513926,0.0896999,180,0,0
3194,15.7576,1102520059,0.0897268,180,0,0
3195,15.758,1025202362,0.0897525,180,0,0
3196,15.7584,719885386,0.0897785,180,0,0
3197,15.7584,1804289383,0.0898062,270,234.16,0.0232901
3198,15.7585,846930886,0.0898341,270,220.395,-0.0910029
3199,15.7587,1189641421,0.0898609,180,0,0
3200,15.7596,596516649,0.089884,180,0,0
3201,15.8506,1714636915,0.0893959,270,195.185,0.0452826
3202,15.8514,1365180540,0.0894194,180,0,0
3203,15.8515,1540383426,0.0894465,180,0,0
3204,15.8538,1681692777,0.0894612,270,208.249,-0.182859
3205,15.8539,304089172,0.089489,180,4.67368e-310,4.67368e-310
3206,15.8545,1303455736,0.0895133,180,0,0
3207,15.8547,2044897763,0.0895399,180,0,0
3208,15.8548,1957747793,0.0895676,270,185.599,1
3209,15.8548,424238335,0.0895954,180,0,0
3210,15.8558,783368690,0.0896176,180,0,0
3211,15.8565,1649760492,0.0896417,180,6.20153e-91,1.17119e+166
3212,15.8568,1350490027,0.0896679,180,0,0
3213,15.8574,1967513926,0.0896926,180,0,0
3214,15.8576,1102520059,0.0897192,180,0,0
3215,15.858,1025202362,0.0897448,180,0,0
3216,15.8584,719885386,0.0897707,180,0,0
3217,15.8584,1804289383,0.0897981,270,235.471,0.0232892
3218,15.8585,846930886,0.0898259,270,221.703,-0.215521
3219,15.8587,1189641421,0.0898525,180,0,0
3220,15.8596,596516649,0.0898755,180,0,0
3221,15.9506,1714636915,0.0893905,270,196.634,0.00456496
3222,15.9514,1365180540,0.0894139,180,0,0
3223,15.9515,1540383426,0.0894408,180,0,0
3224,15.9538,1681692777,0.0894554,270,209.69,0.116744
3225,15.9539,304089172,0.089483,180,4.67368e-310,4.67368e-310
3226,15.9545,1303455736,0.0895072,180,0,0
3227,15.9547,2044897763,0.0895336,180,0,0
3228,15.9548,1957747793,0.0895611,270,186.886,1
3229,15.9548,424238335,0.0895888,180,0,0
3230,15.9558,783368690,0.0896108,180,0,0
3231,15.9565,1649760492,0.0896348,180,6.20153e-91,1.17119e+166
3232,15.9568,1350490027,0.0896608,180,0,0
3233,15.9574,1967513926,0.0896853,180,0,0
3234,15.9576,1102520059,0.0897118,180,0,0
3235,15.958,1025202362,0.0897372,180,0,0
3236,15.9584,719885386,0.0897629,180,0,0
3237,15.9584,1804289383,0.0897902,270,236.782,0.0232888
3238,15.9585,846930886,0.0898178,270,223,0.101285
3239,15.9587,1189641421,0.0898442,180,0,0
3240,15.9596,596516649,0.0898671,180,0,0
3241,16.0506,1714636915,0.0893852,270,197.937,0.0311405
3242,16.0514,1365180540,0.0894084,180,0,0
3243,16.0515,1540383426,0.0894351,180,0,0
3244,16.0538,1681692777,0.0894496,270,210.988,0.118623
3245,16.0539,304089172,0.0894771,180,4.67368e-310,4.67368e-310
3246,16.0545,1303455736,0.0895011,180,0,0
3247,16.0547,2044897763,0.0895274,180,0,0
3248,16.0548,1957747793,0.0895547,270,188.173,1
3249,16.0548,424238335,0.0895822,180,0,0
3250,16.0558,783368690,0.0896041,180,0,0
3251,16.0565,1649760492,0.0896279,180,6.20153e-91,1.17119e+166
3252,16.0568,1350490027,0.0896538,180,0,0
3253,16.0574,1967513926,0.0896781,180,0,0
3254,16.0576,1102520059,0.0897045,180,0,0
3255,16.058,1025202362,0.0897297,180,0,0
3256,16.0584,719885386,0.0897553,180,0,0
3257,16.0584,1804289383,0.0897824,270,238.093,0.0232879
3258,16.0585,846930886,0.0898098,270,224.301,0.100552
3259,16.0587,1189641421,0.0898361,180,0,0
3260,16.0596,596516649,0.0898588,180,0,0
3261,16.1506,1714636915,0.0893799,270,199.241,0.0346153
3262,16.1514,1365180540,0.089403,180,0,0
3263,16.1515,1540383426,0.0894296,180,0,0
3264,16.1538,1681692777,0.089444,270,212.29,-0.0345363
3265,16.1539,304089172,0.0894713,180,4.67368e-310,4.67368e-310
3266,16.1545,1303455736,0.0894951,180,0,0
3267,16.1547,2044897763,0.0895212,180,0,0
3268,16.1548,1957747793,0.0895484,270,189.46,1
3269,16.1548,424238335,0.0895757,180,0,0
3270,16.1558,783368690,0.0895974,180,0,0
3271,16.1565,1649760492,0.0896212,180,6.20153e-91,1.17119e+166
3272,16.1568,1350490027,0.0896469,180,0,0
3273,16.1574,1967513926,0.089671,180,0,0
3274,16.1576,1102520059,0.0896972,180,0,0
3275,16.158,1025202362,0.0897223,180,0,0
3276,16.1584,719885386,0.0897477,180,0,0
3277,16.1584,1804289383,0.0897747,270,239.404,0.0232867
3278,16.1585,846930886,0.0898019,270,225.604,-0.0520119
3279,16.1587,1189641421,0.089828,180,0,0
3280,16.1596,596516649,0.0898506,180,0,0
3281,16.2506,1714636915,0.0893747,270,200.545,0.036282
3282,16.2514,1365180540,0.0893976,180,0,0
3283,16.2515,1540383426,0.0894241,180,0,0
3284,16.2538,1681692777,0.0894384,270,213.589,0.12522
3285,16.2539,304089172,0.0894655,180,4.67368e-310,4.67368e-310
3286,16.2545,1303455736,0.0894892,180,0,0
3287,16.2547,2044897763,0.0895152,180,0,0
3288,16.2548,1957747793,0.0895422,270,190.747,1
3289,16.2548,424238335,0.0895693,180,0,0
3290,16.2558,783368690,0.0895909,180,0,0
3291,16.2565,1649760492,0.0896145,180,6.20153e-91,1.17119e+166
3292,16.2568,1350490027,0.08964,180,0,0
3293,16.2574,1967513926,0.089664,180,0,0
3294,16.2576,1102520059,0.0896901,180,0,0
3295,16.258,1025202362,0.089715,180,0,0
3296,16.2584,719885386,0.0897402,180,0,0
3297,16.2584,1804289383,0.089767,270,240.715,0.0232842
3298,16.2585,846930886,0.0897941,270,226.906,0.102135
3299,16.2587,1189641421,0.0898201,180,0,0
3300,16.2596,596516649,0.0898425,180,0,0
3301,16.3506,1714636915,0.0893695,270,201.85,0.037218
3302,16.3514,1365180540,0.0893923,180,0,0
3303,16.3515,1540383426,0.0894186,180,0,0
3304,16.3538,1681692777,0.0894328,270,215.035,-0.064207
3305,16.3539,304089172,0.0894598,180,4.67368e-310,4.67368e-310
3306,16.3545,1303455736,0.0894834,180,0,0
3307,16.3547,2044897763,0.0895092,180,0,0
3308,16.3548,1957747793,0.089536,270,192.32,1
3309,16.3548,424238335,0.0895629,180,0,0
3310,16.3558,783368690,0.0895844,180,0,0
3311,16.3565,1649760492,0.0896079,180,6.20153e-91,1.17119e+166
3312,16.3568,1350490027,0.0896332,180,0,0
3313,16.3574,1967513926,0.0896571,180,0,0
3314,16.3576,1102520059,0.089683,180,0,0
3315,16.358,1025202362,0.0897077,180,0,0
3316,16.3584,719885386,0.0897329,180,0,0
3317,16.3584,1804289383,0.0897595,270,242.317,0.0232834
3318,16.3585,846930886,0.0897864,270,228.499,-0.0845364
3319,16.3587,1189641421,0.0898122,180,0,0
3320,16.3596,596516649,0.0898345,180,0,0
3321,16.4506,1714636915,0.0893645,270,203.154,0.0291353
3322,16.4514,1365180540,0.0893871,180,0,0
3323,16.4515,1540383426,0.0894132,180,0,0
3324,16.4538,1681692777,0.0894274,270,216.189,0.20265
3325,16.4539,304089172,0.0894542,180,4.67368e-310,4.67368e-310
3326,16.4545,1303455736,0.0894776,180,0,0
3327,16.4547,2044897763,0.0895032,180,0,0
3328,16.4548,1957747793,0.0895299,270,193.464,-0.285894
3329,16.4548,424238335,0.0895567,180,0,0
3330,16.4558,783368690,0.089578,180,0,0
3331,16.4565,1649760492,0.0896013,180,6.20153e-91,1.17119e+166
3332,16.4568,1350490027,0.0896266,180,0,0
3333,16.4574,1967513926,0.0896503,180,0,0
3334,16.4576,1102520059,0.089676,180,0,0
3335,16.458,1025202362,0.0897006,180,0,0
3336,16.4584,719885386,0.0897256,180,0,0
3337,16.4584,1804289383,0.089752,270,243.483,0.0232842
3338,16.4585,846930886,0.0897788,270,229.656,0.121457
3339,16.4587,1189641421,0.0898044,180,0,0
3340,16.4596,596516649,0.0898266,180,0,0
3341,16.5506,1714636915,0.0893594,270,204.458,0.0576622
3342,16.5514,1365180540,0.0893819,180,0,0
3343,16.5515,1540383426,0.0894079,180,0,0
3344,16.5538,1681692777,0.089422,270,217.491,0.167415
3345,16.5539,304089172,0.0894486,180,4.67368e-310,4.67368e-310
3346,16.5545,1303455736,0.0894719,180,0,0
3347,16.5547,2044897763,0.0894974,180,0,0
3348,16.5548,1957747793,0.0895239,270,194.751,1
3349,16.5548,424238335,0.0895505,180,0,0
3350,16.5558,783368690,0.0895717,180,0,0
3351,16.5565,1649760492,0.0895949,180,6.20153e-91,1.17119e+166
3352,16.5568,1350490027,0.08962,180,0,0
3353,16.5574,1967513926,0.0896435,180,0,0
3354,16.5576,1102520059,0.0896691,180,0,0
3355,16.558,1025202362,0.0896936,180,0,0
3356,16.5584,719885386,0.0897184,180,0,0
3357,16.5584,1804289383,0.0897447,270,244.794,0.0232837
3358,16.5585,846930886,0.0897712,270,230.963,0.102012
3359,16.5587,1189641421,0.0897967,180,0,0
3360,16.5596,596516649,0.0898187,180,0,0
3361,16.6506,1714636915,0.0893545,270,205.764,0.045638
3362,16.6514,1365180540,0.0893768,180,0,0
3363,16.6515,1540383426,0.0894027,180,0,0
3364,16.6538,1681692777,0.0894166,270,218.797,-0.00066524
3365,16.6539,304089172,0.0894431,180,4.67368e-310,4.67368e-310
3366,16.6545,1303455736,0.0894663,180,0,0
3367,16.6547,2044897763,0.0894916,180,0,0
3368,16.6548,1957747793,0.0895179,270,195.895,1
3369,16.6548,424238335,0.0895444,180,0,0
3370,16.6558,783368690,0.0895655,180,0,0
3371,16.6565,1649760492,0.0895885,180,6.20153e-91,1.17119e+166
3372,16.6568,1350490027,0.0896134,180,0,0
3373,16.6574,1967513926,0.0896369,180,0,0
3374,16.6576,1102520059,0.0896623,180,0,0
3375,16.658,1025202362,0.0896866,180,0,0
3376,16.6584,719885386,0.0897113,180,0,0
3377,16.6584,1804289383,0.0897374,270,246.105,0.023285
3378,16.6585,846930886,0.0897638,270,232.271,-0.0636177
3379,16.6587,1189641421,0.0897892,180,0,0
3380,16.6596,596516649,0.089811,180,0,0
3381,16.7506,1714636915,0.0893496,270,207.071,0.0439475
3382,16.7514,1365180540,0.0893718,180,0,0
3383,16.7515,1540383426,0.0893975,180,0,0
3384,16.7538,1681692777,0.0894114,270,220.103,0.168189
3385,16.7539,304089172,0.0894377,180,4.67368e-310,4.67368e-310
3386,16.7545,1303455736,0.0894607,180,0,0
3387,16.7547,2044897763,0.0894859,180,0,0
3388,16.7548,1957747793,0.0895121,270,197.182,-0.356817
3389,16.7548,424238335,0.0895384,180,0,0
3390,16.7558,783368690,0.0895593,180,0,0
3391,16.7565,1649760492,0.0895822,180,6.20153e-91,1.17119e+166
3392,16.7568,1350490027,0.089607,180,0,0
3393,16.7574,1967513926,0.0896303,180,0,0
3394,16.7576,1102520059,0.0896556,180,0,0
3395,16.758,1025202362,0.0896797,180,0,0
3396,16.7584,719885386,0.0897042,180,0,0
3397,16.7584,1804289383,0.0897302,270,247.416,0.0232819
3398,16.7585,846930886,0.0897565,270,233.578,0.102598
3399,16.7587,1189641421,0.0897817,180,0,0
3400,16.7596,596516649,0.0898034,180,0,0
3401,16.8506,1714636915,0.0893447,270,208.379,0.0371037
3402,16.8514,1365180540,0.0893668,180,0,0
3403,16.8515,1540383426,0.0893923,180,0,0
3404,16.8538,1681692777,0.0894062,270,221.411,0.15837
3405,16.8539,304089172,0.0894323,180,4.67368e-310,4.67368e-310
3406,16.8545,1303455736,0.0894552,180,0,0
3407,16.8547,2044897763,0.0894802,180,0,0
3408,16.8548,1957747793,0.0895063,270,198.611,1
3409,16.8548,424238335,0.0895324,180,0,0
3410,16.8558,783368690,0.0895532,180,0,0
3411,16.8565,1649760492,0.089576,180,6.20153e-91,1.17119e+166
3412,16.8568,1350490027,0.0896006,180,0,0
3413,16.8574,1967513926,0.0896238,180,0,0
3414,16.8576,1102520059,0.0896489,180,0,0
3415,16.858,1025202362,0.0896729,180,0,0
3416,16.8584,719885386,0.0896973,180,0,0
3417,16.8584,1804289383,0.0897231,270,248.727,0.0232839
3418,16.8585,846930886,0.0897492,270,234.889,0.100268
3419,16.8587,1189641421,0.0897743,180,0,0
3420,16.8596,596516649,0.0897959,180,0,0
3421,16.9506,1714636915,0.0893399,270,209.685,0.0366231
3422,16.9514,1365180540,0.0893619,180,0,0
3423,16.9515,1540383426,0.0893873,180,0,0
3424,16.9538,1681692777,0.089401,270,223.014,0.0968554
3425,16.9539,304089172,0.089427,180,4.67368e-310,4.67368e-310
3426,16.9545,1303455736,0.0894498,180,0,0
3427,16.9547,2044897763,0.0894746,180,0,0
3428,16.9548,1957747793,0.0895005,270,200.041,-0.339992
3429,16.9548,424238335,0.0895265,180,0,0
3430,16.9558,783368690,0.0895472,180,0,0
3431,16.9565,1649760492,0.0895698,180,6.20153e-91,1.17119e+166
3432,16.9568,1350490027,0.0895943,180,0,0
3433,16.9574,1967513926,0.0896174,180,0,0
3434,16.9576,1102520059,0.0896423,180,0,0
3435,16.958,1025202362,0.0896662,180,0,0
3436,16.9584,719885386,0.0896904,180,0,0
3437,16.9584,1804289383,0.0897161,270,250.183,0.0232835
3438,16.9585,846930886,0.089742,270,236.35,0.0801898
3439,16.9587,1189641421,0.0897669,180,0,0
3440,16.9596,596516649,0.0897884,180,0,0
3441,17.0506,1714636915,0.0893352,270,211.135,0.0770803
3442,17.0514,1365180540,0.0893571,180,0,0
3443,17.0515,1540383426,0.0893823,180,0,0
3444,17.0538,1681692777,0.0893959,270,224.182,0.156286
3445,17.0539,304089172,0.0894218,180,4.67368e-310,4.67368e-310
3446,17.0545,1303455736,0.0894444,180,0,0
3447,17.0547,2044897763,0.0894691,180,0,0
3448,17.0548,1957747793,0.0894948,270,201.185,-0.328372
3449,17.0548,424238335,0.0895207,180,0,0
3450,17.0558,783368690,0.0895413,180,0,0
3451,17.0565,1649760492,0.0895638,180,6.20153e-91,1.17119e+166
3452,17.0568,1350490027,0.0895881,180,0,0
3453,17.0574,1967513926,0.089611,180,0,0
3454,17.0576,1102520059,0.0896358,180,0,0
3455,17.058,1025202362,0.0896595,180,0,0
3456,17.0584,719885386,0.0896836,180,0,0
3457,17.0584,1804289383,0.0897092,270,251.348,0.0232833
3458,17.0585,846930886,0.089735,270,237.521,0.113905
3459,17.0587,1189641421,0.0897597,180,0,0
3460,17.0596,596516649,0.0897811,180,0,0
3461,17.1506,1714636915,0.0893305,270,212.439,0.0336738
3462,17.1514,1365180540,0.0893523,180,0,0
3463,17.1515,1540383426,0.0893773,180,0,0
3464,17.1538,1681692777,0.0893909,270,225.499,0.118346
3465,17.1539,304089172,0.0894166,180,4.67368e-310,4.67368e-310
3466,17.1545,1303455736,0.0894391,180,0,0
3467,17.1547,2044897763,0.0894637,180,0,0
3468,17.1548,1957747793,0.0894892,270,202.615,-0.297841
3469,17.1548,424238335,0.0895149,180,0,0
3470,17.1558,783368690,0.0895354,180,0,0
3471,17.1565,1649760492,0.0895578,180,6.20153e-91,1.17119e+166
3472,17.1568,1350490027,0.089582,180,0,0
3473,17.1574,1967513926,0.0896047,180,0,0
3474,17.1576,1102520059,0.0896294,180,0,0
3475,17.158,1025202362,0.089653,180,0,0
3476,17.1584,719885386,0.0896769,180,0,0
3477,17.1584,1804289383,0.0897023,270,252.805,0.0232825
3478,17.1585,846930886,0.089728,270,238.988,0.0751994
3479,17.1587,1189641421,0.0897526,180,0,0
3480,17.1596,596516649,0.0897738,180,0,0
3481,17.2506,1714636915,0.0893259,270,213.743,0.0571885
3482,17.2514,1365180540,0.0893475,180,0,0
3483,17.2515,1540383426,0.0893724,180,0,0
3484,17.2538,1681692777,0.0893859,270,226.818,0.152196
3485,17.2539,304089172,0.0894115,180,4.67368e-310,4.67368e-310
3486,17.2545,1303455736,0.0894338,180,0,0
3487,17.2547,2044897763,0.0894583,180,0,0
3488,17.2548,1957747793,0.0894837,270,203.759,-0.327676
3489,17.2548,424238335,0.0895092,180,0,0
3490,17.2558,783368690,0.0895296,180,0,0
3491,17.2565,1649760492,0.0895518,180,6.20153e-91,1.17119e+166
3492,17.2568,1350490027,0.0895759,180,0,0
3493,17.2574,1967513926,0.0895985,180,0,0
3494,17.2576,1102520059,0.089623,180,0,0
3495,17.258,1025202362,0.0896465,180,0,0
3496,17.2584,719885386,0.0896703,180,0,0
3497,17.2584,1804289383,0.0896955,270,253.97,0.0232819
3498,17.2585,846930886,0.089721,270,240.164,0.107873
3499,17.2587,1189641421,0.0897455,180,0,0
3500,17.2596,596516649,0.0897666,180,0,0
