201.56407165527344,181.15429593178592,148.5259552001953
201.56524658203125,181.12827025797574,148.52552795410156
201.5645294189453,181.1001218223908,148.52505493164062
201.56201171875,181.0700425521651,148.52452087402344
201.5577850341797,181.03823351349686,148.52392578125
201.55198669433594,181.0049032761294,148.52330017089844
201.54473876953125,180.97026667233004,148.5226287841797
201.5362091064453,180.9345435502116,148.52191162109375
201.52650451660156,180.89795764505982,148.52117919921875
201.5158233642578,180.860735590876,148.52041625976562
201.50430297851562,180.82310601647035,148.51963806152344
201.4921417236328,180.78529869186727,148.51882934570312
201.4794921875,180.7475437635979,148.51803588867188
201.46652221679688,180.71007102280876,148.51722717285156
201.45343017578125,180.6731091413584,148.51641845703125
201.4403839111328,180.6368849641717,148.515625
201.4275665283203,180.60162270597314,148.51483154296875
201.41514587402344,180.56754313731128,148.51406860351562
201.40330505371094,180.534862675495,148.51332092285156
201.39218139648438,180.50379239191278,148.5126190185547
201.38197326660156,180.4745369178051,148.51193237304688
201.372802734375,180.4472932724641,148.51129150390625
201.3648223876953,180.4222493494399,148.5106964111328
201.35816955566406,180.3995830177531,148.5101776123047
201.35296630859375,180.37945977165134,148.50967407226562
201.34933471679688,180.36203190182016,148.50926208496094
201.3473358154297,180.3474363256449,148.5089111328125
201.3470916748047,180.33579303281283,148.5086212158203
201.34861755371094,180.3272033259339,148.50840759277344
201.35198974609375,180.32174811554833,148.50828552246094
201.3572235107422,180.3194862943506,148.5082244873047
201.36431884765625,180.32045323355658,148.5082550048828
201.3732452392578,180.3246594510238,148.5083770751953
201.3839874267578,180.3320895009131,148.50857543945312
201.39645385742188,180.34270113252956,148.5088653564453
201.4105682373047,180.356424768138,148.5092315673828
201.4262237548828,180.37316333289579,148.5096893310547
201.4432830810547,180.39279244460076,148.51022338867188
201.4615936279297,180.41516107019476,148.5108184814453
201.4810028076172,180.4400925692697,148.51148986816406
201.50131225585938,180.4673861059174,148.51222229003906
201.52232360839844,180.49681858570472,148.5130157470703
201.5438232421875,180.5281469481056,148.51385498046875
201.56556701660156,180.5611106363153,148.51473999023438
201.5873260498047,180.5954346575698,148.51564025878906
201.60887145996094,180.63083268968472,148.51657104492188
201.6299591064453,180.66701042310086,148.51751708984375
201.65036010742188,180.7036690128186,148.51846313476562
201.66981506347656,180.7405086017825,148.51939392089844
201.68809509277344,180.77723178941,148.5203094482422
201.7050018310547,180.81354700169123,148.5211944580078
201.72032165527344,180.84917170328038,148.5220489501953
201.7338409423828,180.88383542527782,148.52285766601562
201.7454071044922,180.91728244028053,148.52362060546875
201.75485229492188,180.9492742806183,148.52432250976562
201.7620391845703,180.97959176764968,148.5249481201172
201.766845703125,181.00803674068698,148.5255126953125
201.76919555664062,181.03443350042423,148.5260009765625
201.76898193359375,181.05862979001287,148.5264129638672
201.7661895751953,181.0804974631403,148.52674865722656
201.76077270507812,181.09993290316953,148.5269775390625
201.7527313232422,181.1168569791143,148.52716064453125
201.74208068847656,181.13121459718298,148.52720642089844
201.72885131835938,181.1429749675976,148.52723693847656
201.71311950683594,181.15212964653955,148.52713012695312
201.69496154785156,181.15869285859276,148.52696228027344
201.67446899414062,181.16269973517944,148.52671813964844
201.65176391601562,181.1642052190736,148.52638244628906
201.62698364257812,181.16328305722485,148.52598571777344
201.6002655029297,181.1600242710496,148.5255584716797
201.57179260253906,181.1545356509846,148.52499389648438
201.54173278808594,181.14693872002695,148.52442932128906
201.51026916503906,181.1373679576481,148.52377319335938
201.4776153564453,181.12596951316195,148.52308654785156
201.4439697265625,181.11289978838698,148.52236938476562
201.40957641601562,181.0983240448533,148.52159118652344
201.3746337890625,181.0824149332369,148.5207977294922
201.3394012451172,181.06535122625877,148.5199737548828
201.30410766601562,181.0473163366645,148.51913452148438
201.26901245117188,181.02849707067665,148.51828002929688
201.2343292236328,181.00908218867406,148.51742553710938
